username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2019/06/29 05:37;117;129;"This new #AutonomousVehicle could change the transportation industry for the better #AI #automation #ArtificialIntelligence via @rajat_shrimal cc @MikeQuindazzi @Paula_Piccard @SpirosMargaris @kashthefuturist @HaroldSinnott @chboursin @jblefevre60pic.twitter.com/DdNnIR8Si5";;@rajat_shrimal @MikeQuindazzi @Paula_Piccard @SpirosMargaris @kashthefuturist @HaroldSinnott @chboursin @jblefevre60pic;#AutonomousVehicle #AI #automation #ArtificialIntelligence;"1144827223284731905";https://twitter.com/rajat_shrimal/status/1144827223284731905
;2019/06/23 08:04;207;228;"The chinese city's traffic is controlled by an #AI brain by @wef | #ArtificialIntelligence #SmartCity #Transportation #Automation #Digital #SmartTech #CyberSecurity #Drones #Robotics #Videos #RT Cc: @MikeQuindazzi @Paula_Piccard pic.twitter.com/QvZOHtnG5kpic.twitter.com/BZxGWUVST7";;@wef @MikeQuindazzi @Paula_Piccard;#AI #ArtificialIntelligence #SmartCity #Transportation #Automation #Digital #SmartTech #CyberSecurity #Drones #Robotics #Videos #RT;"1142689745983565824";https://twitter.com/Ronald_vanLoon/status/1142689745983565824
;2019/06/21 07:29;20;22;"Climate Change + AI. Applying #machinelearning to address the problems of climate change https://arxiv.org/abs/1906.05433  #ArtificialIntelligence #AI #ML #climate #climatechange #energy #transportation #SmartCities #buildings #industry #supplychains #agriculture #farmingpic.twitter.com/BIzU5DtfBN";;;#machinelearning #ArtificialIntelligence #AI #ML #climate #climatechange #energy #transportation #SmartCities #buildings #industry #supplychains #agriculture #farmingpic;"1141956199061098496";https://twitter.com/jose_garde/status/1141956199061098496
;2019/06/21 04:27;59;142;"UPDATE: I picked the call Pls recommend schools that would afford a PhD in Cybersecurity for special focus on New/Emerging Tech like: + IoT + Artificial Intelligence + Blockchain + Machine Learning ...and application in Financial Services, Telecoms, Health, or Transportation. https://twitter.com/WaleMicaiah/status/1141135843245088769 …";;;;"1141910592971841537";https://twitter.com/WaleMicaiah/status/1141910592971841537
;2019/06/14 23:01;122;153;"The #Future of #Transportation is a #connected world | #ArtificialIntelligence #AI #InternetofThings #IoT #AutonomousVehicle #ConnectedCars #SmartWorld #SmartVehicle #SmartCities #BigData #Robotics #Video #RT pic.twitter.com/ErMmszZVvZ pic.twitter.com/mmead1ScE4pic.twitter.com/aB6pXkPraV";;;#Future #Transportation #connected #ArtificialIntelligence #AI #InternetofThings #IoT #AutonomousVehicle #ConnectedCars #SmartWorld #SmartVehicle #SmartCities #BigData #Robotics #Video #RT;"1139653992651223040";https://twitter.com/Ronald_vanLoon/status/1139653992651223040
;2019/06/09 12:06;15;17;"How Artificial Intelligence and Machine Learning Are Revolutionizing #Logistics, Supply Chain and #Transportation https://bit.ly/2ZekWGA  @Entrepreneur #ArtificialIntelligence #DataScience #SupplyChain #BigData #DeepLearning #MachineLearning #DigitalTransformation #AIpic.twitter.com/xWzTfojmeR";;@Entrepreneur;#Logistics #Transportation #ArtificialIntelligence #DataScience #SupplyChain #BigData #DeepLearning #MachineLearning #DigitalTransformation #AIpic;"1137677459468574720";https://twitter.com/marcusborba/status/1137677459468574720
;2019/06/02 09:02;28;25;"Definitive List of #ArtificialIntelligence Examples In Use by @MrJonesEdition https://medium.com/p/definitive-list-of-examples-of-artificial-intelligence-in-use-e02e3328ce26 … … #AI #blockchain #machinelearning #deeplearning #automation #NLP #Robotics #marketing #Games #Vision #healthcare #medicine #Science #Transportation #industry #Job #finance";;@MrJonesEdition;#ArtificialIntelligence #AI #blockchain #machinelearning #deeplearning #automation #NLP #Robotics #marketing #Games #Vision #healthcare #medicine #Science #Transportation #industry #Job #finance;"1135094232622993408";https://twitter.com/jose_garde/status/1135094232622993408
;2019/05/22 23:31;68;410;"Ah, we forgot to mention in our analysis of batteries, artificial intelligence, robots, and autonomous systems that, as it disrupts most other traditional #auto companies, $TSLA is an #EV company morphing into a transportation-as-a-service (think SaaS) company. https://twitter.com/smigliore15/status/1131316027160170497 …";;;#auto #EV;"1131326729174364160";https://twitter.com/CathieDWood/status/1131326729174364160
;2019/05/22 21:40;120;830;"No other investment firm has three analysts, with expertise in batteries, robots, artificial intelligence, and autonomous transportation networks focused on this investment opportunity. https://twitter.com/ARKInvest/status/1131292664882782209 …";;;;"1131298694089924608";https://twitter.com/CathieDWood/status/1131298694089924608
;2019/05/17 13:00;9;50;"Deals include investments in electronics, manufacturing, and artificial intelligence, as well as agreements related to energy, transportation, and tourism including theme parks. https://bit.ly/2WNujML ";;;;"1129355891248062466";https://twitter.com/cnnphilippines/status/1129355891248062466
